name,actual,text,amusement,anger,awe,contentment,disgust,excitement,fear,sadness
2436129331,anger,h u l k quot just an idea came to my mind today quot hope you like i t,1.9638877435481e-17,1.4353078370277e-07,5.4802525039228e-19,0.00048002347466536,3.3035050250874e-09,1.9835472128177e-16,2.1069002662313e-13,0.99951982498169
2640638697,anger,lotus eater here 's a nice handsome flower eater we met last night while i 've been reminiscing over our recent camping trip to the arctic and working on my i 've been continuing to hundreds of bear photos last night on our way home we saw 0 bears and a wolf i figured that in order to avoid angering the bear god i 'd better post at least a handful of these photos seen near pine valley last night,0.17462860047817,7.13593326509e-05,0.00015748830628581,0.030076168477535,0.79390490055084,0.0010282031726092,0.00013328270870261,2.3131203619187e-08
2816457621,anger,0 0 my modem broken the red light was a bad thing and i 've been without internet all weekend so i got my hammer bye bye modem i called my on thursday night and spoke to a very nice lady she could n't understand me i could n't understand her i spent a good fifteen minutes the phrase 'no that is not my ' down the phone at her my new modem will apparently be delivered to work today if it gets here it will be a fucking miracle,2.1681126227691e-08,0.073933534324169,4.2616200516932e-05,0.87187308073044,0.012241506949067,9.9752935511788e-07,8.243131742347e-05,0.041825823485851
3207486463,anger,0 wrath i 'm not feeling at all angry so found it hard to do this final deadly sins shot i just look a bit deranged really ah well it 'll do,2.3659663530156e-19,0.26839780807495,3.8082936316701e-18,2.9765257099357e-12,1.9996130049549e-06,8.8966513192915e-14,8.394120243338e-08,0.73160010576248
3237062800,contentment,the story ends and then i left go of the guilt and reminded myself i can have as many affairs in dreamland as i want i just ca n't and wo n't ever act on them i 've done enough cheating in my relationships over the years and it wo n't be something i do in my marriage ever so i thought about the dream again and what a wonderful thing it is to have such an active and sensual imagination and the thought of that kiss made me smile,8.4094065261678e-13,7.6396206027951e-10,8.5810326048846e-19,0.30833339691162,1.0940073846832e-10,8.2896617348283e-10,5.9687294169664e-12,0.69166660308838
3514890935,sadness,two eighty seven im lonely dont you just love my christmas decorations still up its pretty bad everything gets put away except for the stuff outside its pretty but at least the lights are all down see the puppies in the windows they are so protective and jealous that they too arent outside the front door,7.1820778657639e-07,2.5047003360257e-10,1.0973408293147e-10,0.99990022182465,7.9377405199921e-06,7.000717228145e-10,2.4202229109704e-10,9.111160034081e-05
3548695545,anger,wrath seven deadly sins envy wrath lust pride greed i loved making this one so far it 's the best expression of what i had in my mind going into the shoot models mark and ben hair serena makeup megan thanks to max f williams for the texture strobist key sb 0 in diy over camera fill 0x sb 0 left and right into reflective umbrellas each gelled 0 0 cto triggered with 0 radios,3.937035072954e-11,0.0029577375389636,5.4281472650075e-09,1.2174079529359e-05,0.0041862353682518,5.3747749306776e-11,5.6397260777885e-05,0.99278742074966
3636462725,disgust,for who put in the request nan,1.2539894669317e-05,0.024241449311376,8.7550972239114e-05,0.40379190444946,0.18970955908298,7.6722601079382e-05,0.00022527639521286,0.38185501098633
3704162456,sadness,vasco is in the house again managed to snap this whilst waiting for the ferry boat to take us back home vanessa was a bit annoyed but agreed to pose for an impromptu shoot thanks vinnie,3.1117951965198e-11,3.6355984889269e-07,5.0024290265682e-11,0.99997437000275,1.6428601534724e-10,8.0616707975878e-08,1.7194284884781e-10,2.5205017664121e-05
3718793372,sadness,flat and could miss a few meals,4.1888954110947e-11,3.2406165966815e-14,7.0654376483768e-18,0.99958527088165,2.7054880905042e-11,1.614303200663e-12,5.5732530405776e-18,0.00041474585304968
3902945602,anger,nan hair like that bouncy the first thing people see want to change caught between my lips tangled in my buttons knotted when i wake no one could love you with hair like that you must have a little black in you with hair like that you should let me you out with hair like that,4.8240164163745e-18,7.9543042211352e-19,1.0440245125603e-23,2.3008289300055e-18,1,3.3706389593716e-24,4.550285980122e-15,3.8657631783179e-12
4134503030,anger,meanwhile back at the ranch close up edit nan,2.5722661121108e-06,2.54328452558e-14,5.1259701778356e-13,0.99999564886093,3.2038556696534e-07,2.1211592204917e-10,1.3176071832991e-15,1.4724754464623e-06
4158867668,disgust,the one eyed nan,0.032724536955357,6.8634192773587e-10,0.093351997435093,0.0025156075134873,0.0069337063468993,8.1059319256838e-08,0.853759765625,0.010714322328568
4186423638,sadness,the science of losing you taken at home because the range of the 0mm f 0 0 is so small it 's nearly impossible to take a candid without a tripod 0,2.7070598540568e-10,6.3824379115118e-10,5.1187702965194e-09,0.99998617172241,4.1448347474216e-06,3.3596043635953e-07,2.4141882937201e-10,9.3605476649827e-06
4308413806,sadness,january 0 0 day this picture pretty much describes my day by itself stressed out to the max sorry that today 's photo is n't super great i 've got loads of math homework and a test that i 'm pretty sure i 'm going to fail since i 've missed half of the content i have a pretty slim chance of passing my lack of motivation has contributed to this missing of content a lot but there 's always the next test i suppose one bad grade is n't going to kill my whole semester got ta look at the glass as half full or i 'll never get past this last drag of the year oh well besides the whole stressed out to the max thing today was alright pretty average as far as green days go i got a new for that was exciting i 'm a big fan of p otherwise a very uneventful day hopefully will be better i promise that i have a great idea for my photo of the day it 's going to be epic if i can pull it off p sweet dreams everyone,6.0063058526794e-08,5.6086623771989e-06,1.2335260417273e-11,0.98921310901642,2.5304669179604e-05,5.7876386563294e-06,1.2421153883224e-07,0.010750014334917
5100123156,anger,nan is there anything so pure as hate large for dorian gray,1.0392808835746e-09,6.536529326695e-06,4.6479655679832e-08,0.85117369890213,0.14813880622387,2.2189600851208e-11,2.2056114712399e-09,0.00068089313572273
5304447323,sadness,coal tip disaster friday 0 october 0 0th october 0 attendees at mass funeral site image by bettmann corbis,2.3025972240021e-08,0.71979242563248,2.9391615807839e-09,1.0232922317718e-16,2.2519525373355e-05,0.28015422821045,3.0803006666247e-05,1.1156140455881e-09
5403790596,contentment,still life child soldier 0 background blog l one jp yokohama 0 most young children especially boys like to play with figure soldiers and play shooting games sometimes we see children dressed up as soldiers for halloween the image of the real child soldier from africa was put into a group of trick or in north america the child soldier seems to blend in with the crowd of children in their costumes this work tries to brings up an ethical issue of whether or not it is right for adults to let children play with games involving war this work also how the child soldier is really still a small child just like all the other children he is surrounded by he has the rights to play and have fun during his childhood too he should not be forced into becoming a soldier,0.0030591483227909,0.005781811196357,4.5967277293585e-13,2.2247651231879e-18,1.4153092573913e-15,0.99088722467422,0.00027179517201148,2.5952496580809e-15
5452811226,sadness,dead tired the gym kicked my ass today daylight savings needs to hurry up i am tired of being done with my day to come home in darkness i want to get out of the house this project is dragging textures by pareeerica 0,4.0741487874335e-13,6.6449601376917e-09,2.2728090243174e-10,0.62510496377945,1.8140413885703e-05,4.7728158231175e-11,1.3342832616559e-08,0.37487685680389
5522816037,contentment,relaxed and satisfied a week after finishing the valley marathon i realized my body was feeling almost back to normal and i was walking around feeling quite contented when i read articles about recovering from a marathon they usually warn of post race depression but i think i have been feeling mostly and relief,2.2438496688446e-17,0.00038754681008868,2.3440036803907e-12,0.085725978016853,4.5698733686095e-09,2.2099855279123e-09,9.7514902819285e-09,0.91388648748398
5627906756,disgust,cupcake the world 's first ever real cupcake pastry and photo by me lit with nikon sb 0 and 0 bounced off white paper background made seamless in photoshop all images copyright michael all rights reserved send licensing to mike gmail com,4.4166245061206e-06,0.45230853557587,2.0595178895633e-09,6.5979442354092e-08,0.00036345844273455,9.3485539309768e-07,0.001545971725136,0.54577660560608
5684169674,disgust,further drawn setup after shot nan,4.0569211184893e-11,0.00038912909803912,3.500906549708e-16,1.0618606281808e-13,5.6235629486423e-09,1.3584253622141e-13,6.29938676866e-06,0.99960458278656
5926040542,contentment,so have you decided law or med school ver 0 we all have hopes for our children ever wondered what animal parents think about their offspring living in captivity p s i feel so damn stupid forgot that pics could be replaced,1.4211379095741e-07,9.8842406259791e-07,1.1020074452972e-06,0.0083427047356963,0.99134403467178,0.00014853334869258,2.7916708859266e-05,0.00013456624583341
6069380179,contentment,blue and tan thought it was about time for another selfie it has been awhile especially since i have n't taken one since i got apollo i hardly make plans for selfies anymore or rather i make plans ut never have the time to execute but this lazy day i was inspired by the shade of the sheets almost like being at the beach with those colours okay well maybe not quite and now it 's time to sleep had a flight today to ho chi and i 'm having the serious case of the monday blues oh and do click on the following now would you ask me follow me like me,8.2444012727834e-10,7.7288124359677e-14,5.5259242474692e-18,0.24971154332161,1.9602566680987e-07,4.2029582396873e-13,5.4039146935273e-17,0.75028824806213
